都道府県_digital,市,区,町域名,e,original_address_digital,normalized_address,都道府県_ken_all,市区町村,住所,original_address_ken_all,_merge
三重県,三重郡,菰野町,田口新田,,三重県三重郡菰野町田口新田,三重県三重郡菰野町田口新田,三重県,三重郡菰野町,田口新田,三重県三重郡菰野町田口新田,both
三重県,三重郡,菰野町,竹成,,三重県三重郡菰野町竹成,三重県三重郡菰野町竹成,三重県,三重郡菰野町,竹成,三重県三重郡菰野町竹成,both
三重県,北牟婁郡,紀北町,便ノ山,,三重県北牟婁郡紀北町便ノ山,三重県北牟婁郡紀北町便ノ山,三重県,北牟婁郡紀北町,便ノ山,三重県北牟婁郡紀北町便ノ山,both
三重県,北牟婁郡,紀北町,十須,,三重県北牟婁郡紀北町十須,三重県北牟婁郡紀北町十須,三重県,北牟婁郡紀北町,十須,三重県北牟婁郡紀北町十須,both
三重県,北牟婁郡,紀北町,島勝浦,,三重県北牟婁郡紀北町島勝浦,三重県北牟婁郡紀北町島勝浦,三重県,北牟婁郡紀北町,島勝浦,三重県北牟婁郡紀北町島勝浦,both
三重県,北牟婁郡,紀北町,引本浦,,三重県北牟婁郡紀北町引本浦,三重県北牟婁郡紀北町引本浦,三重県,北牟婁郡紀北町,引本浦,三重県北牟婁郡紀北町引本浦,both
三重県,北牟婁郡,紀北町,東長島,,三重県北牟婁郡紀北町東長島,三重県北牟婁郡紀北町東長島,三重県,北牟婁郡紀北町,東長島,三重県北牟婁郡紀北町東長島,both
三重県,北牟婁郡,紀北町,海野,,三重県北牟婁郡紀北町海野,三重県北牟婁郡紀北町海野,三重県,北牟婁郡紀北町,海野,三重県北牟婁郡紀北町海野,both
三重県,北牟婁郡,紀北町,白浦,,三重県北牟婁郡紀北町白浦,三重県北牟婁郡紀北町白浦,三重県,北牟婁郡紀北町,白浦,三重県北牟婁郡紀北町白浦,both
三重県,北牟婁郡,紀北町,矢口浦,,三重県北牟婁郡紀北町矢口浦,三重県北牟婁郡紀北町矢口浦,三重県,北牟婁郡紀北町,矢口浦,三重県北牟婁郡紀北町矢口浦,both
三重県,北牟婁郡,紀北町,道瀬,,三重県北牟婁郡紀北町道瀬,三重県北牟婁郡紀北町道瀬,三重県,北牟婁郡紀北町,道瀬,三重県北牟婁郡紀北町道瀬,both
三重県,北牟婁郡,紀北町,馬瀬,,三重県北牟婁郡紀北町馬瀬,三重県北牟婁郡紀北町馬瀬,三重県,北牟婁郡紀北町,馬瀬,三重県北牟婁郡紀北町馬瀬,both
三重県,南牟婁郡,御浜町,下市木,,三重県南牟婁郡御浜町下市木,三重県南牟婁郡御浜町下市木,三重県,南牟婁郡御浜町,下市木,三重県南牟婁郡御浜町下市木,both
三重県,南牟婁郡,御浜町,山地,,三重県南牟婁郡御浜町山地,三重県南牟婁郡御浜町山地,三重県,南牟婁郡御浜町,山地,三重県南牟婁郡御浜町山地,both
三重県,南牟婁郡,御浜町,柿原,,三重県南牟婁郡御浜町柿原,三重県南牟婁郡御浜町柿原,三重県,南牟婁郡御浜町,柿原,三重県南牟婁郡御浜町柿原,both
三重県,南牟婁郡,御浜町,片川,,三重県南牟婁郡御浜町片川,三重県南牟婁郡御浜町片川,三重県,南牟婁郡御浜町,片川,三重県南牟婁郡御浜町片川,both
三重県,南牟婁郡,御浜町,萩内,,三重県南牟婁郡御浜町萩内,三重県南牟婁郡御浜町萩内,三重県,南牟婁郡御浜町,萩内,三重県南牟婁郡御浜町萩内,both
三重県,南牟婁郡,御浜町,阿田和,,三重県南牟婁郡御浜町阿田和,三重県南牟婁郡御浜町阿田和,三重県,南牟婁郡御浜町,阿田和,三重県南牟婁郡御浜町阿田和,both
三重県,南牟婁郡,紀宝町,平尾井,,三重県南牟婁郡紀宝町平尾井,三重県南牟婁郡紀宝町平尾井,三重県,南牟婁郡紀宝町,平尾井,三重県南牟婁郡紀宝町平尾井,both
三重県,南牟婁郡,紀宝町,浅里,,三重県南牟婁郡紀宝町浅里,三重県南牟婁郡紀宝町浅里,三重県,南牟婁郡紀宝町,浅里,三重県南牟婁郡紀宝町浅里,both
三重県,南牟婁郡,紀宝町,神内,,三重県南牟婁郡紀宝町神内,三重県南牟婁郡紀宝町神内,三重県,南牟婁郡紀宝町,神内,三重県南牟婁郡紀宝町神内,both
三重県,南牟婁郡,紀宝町,阪松原,,三重県南牟婁郡紀宝町阪松原,三重県南牟婁郡紀宝町阪松原,三重県,南牟婁郡紀宝町,阪松原,三重県南牟婁郡紀宝町阪松原,both
三重県,南牟婁郡,紀宝町,鮒田,,三重県南牟婁郡紀宝町鮒田,三重県南牟婁郡紀宝町鮒田,三重県,南牟婁郡紀宝町,鮒田,三重県南牟婁郡紀宝町鮒田,both
三重県,南牟婁郡,紀宝町,鵜殿,,三重県南牟婁郡紀宝町鵜殿,三重県南牟婁郡紀宝町鵜殿,三重県,南牟婁郡紀宝町,鵜殿,三重県南牟婁郡紀宝町鵜殿,both
三重県,員弁郡,東員町,笹尾東,,三重県員弁郡東員町笹尾東,三重県員弁郡東員町笹尾東,三重県,員弁郡東員町,笹尾東,三重県員弁郡東員町笹尾東,both
三重県,員弁郡,東員町,笹尾西,,三重県員弁郡東員町笹尾西,三重県員弁郡東員町笹尾西,三重県,員弁郡東員町,笹尾西,三重県員弁郡東員町笹尾西,both
三重県,多気郡,多気町,ヴィソン,,三重県多気郡多気町ヴィソン,三重県多気郡多気町ヴィソン,三重県,多気郡多気町,ヴィソン,三重県多気郡多気町ヴィソン,both
三重県,多気郡,多気町,三疋田,,三重県多気郡多気町三疋田,三重県多気郡多気町三疋田,三重県,多気郡多気町,三疋田,三重県多気郡多気町三疋田,both
三重県,多気郡,多気町,上出江,,三重県多気郡多気町上出江,三重県多気郡多気町上出江,三重県,多気郡多気町,上出江,三重県多気郡多気町上出江,both
三重県,多気郡,多気町,下出江,,三重県多気郡多気町下出江,三重県多気郡多気町下出江,三重県,多気郡多気町,下出江,三重県多気郡多気町下出江,both
三重県,多気郡,多気町,五佐奈,,三重県多気郡多気町五佐奈,三重県多気郡多気町五佐奈,三重県,多気郡多気町,五佐奈,三重県多気郡多気町五佐奈,both
三重県,多気郡,多気町,五桂,,三重県多気郡多気町五桂,三重県多気郡多気町五桂,三重県,多気郡多気町,五桂,三重県多気郡多気町五桂,both
三重県,多気郡,多気町,井内林,,三重県多気郡多気町井内林,三重県多気郡多気町井内林,三重県,多気郡多気町,井内林,三重県多気郡多気町井内林,both
三重県,多気郡,多気町,佐伯中,,三重県多気郡多気町佐伯中,三重県多気郡多気町佐伯中,三重県,多気郡多気町,佐伯中,三重県多気郡多気町佐伯中,both
三重県,多気郡,多気町,兄国,,三重県多気郡多気町兄国,三重県多気郡多気町兄国,三重県,多気郡多気町,兄国,三重県多気郡多気町兄国,both
三重県,多気郡,多気町,四疋田,,三重県多気郡多気町四疋田,三重県多気郡多気町四疋田,三重県,多気郡多気町,四疋田,三重県多気郡多気町四疋田,both
三重県,多気郡,多気町,四神田,,三重県多気郡多気町四神田,三重県多気郡多気町四神田,三重県,多気郡多気町,四神田,三重県多気郡多気町四神田,both
三重県,多気郡,多気町,土屋,,三重県多気郡多気町土屋,三重県多気郡多気町土屋,三重県,多気郡多気町,土屋,三重県多気郡多気町土屋,both
三重県,多気郡,多気町,土羽,,三重県多気郡多気町土羽,三重県多気郡多気町土羽,三重県,多気郡多気町,土羽,三重県多気郡多気町土羽,both
三重県,多気郡,多気町,多気,,三重県多気郡多気町多気,三重県多気郡多気町多気,三重県,多気郡多気町,多気,三重県多気郡多気町多気,both
三重県,多気郡,多気町,弟国,,三重県多気郡多気町弟国,三重県多気郡多気町弟国,三重県,多気郡多気町,弟国,三重県多気郡多気町弟国,both
三重県,多気郡,多気町,朝柄,,三重県多気郡多気町朝柄,三重県多気郡多気町朝柄,三重県,多気郡多気町,朝柄,三重県多気郡多気町朝柄,both
三重県,多気郡,多気町,朝長,,三重県多気郡多気町朝長,三重県多気郡多気町朝長,三重県,多気郡多気町,朝長,三重県多気郡多気町朝長,both
三重県,多気郡,多気町,東池上,,三重県多気郡多気町東池上,三重県多気郡多気町東池上,三重県,多気郡多気町,東池上,三重県多気郡多気町東池上,both
三重県,多気郡,多気町,森荘,,三重県多気郡多気町森荘,三重県多気郡多気町森荘,三重県,多気郡多気町,森荘,三重県多気郡多気町森荘,both
三重県,多気郡,多気町,油夫,,三重県多気郡多気町油夫,三重県多気郡多気町油夫,三重県,多気郡多気町,油夫,三重県多気郡多気町油夫,both
三重県,多気郡,多気町,波多瀬,,三重県多気郡多気町波多瀬,三重県多気郡多気町波多瀬,三重県,多気郡多気町,波多瀬,三重県多気郡多気町波多瀬,both
三重県,多気郡,多気町,津留,,三重県多気郡多気町津留,三重県多気郡多気町津留,三重県,多気郡多気町,津留,三重県多気郡多気町津留,both
三重県,多気郡,多気町,相可,,三重県多気郡多気町相可,三重県多気郡多気町相可,三重県,多気郡多気町,相可,三重県多気郡多気町相可,both
三重県,多気郡,多気町,相可台,,三重県多気郡多気町相可台,三重県多気郡多気町相可台,三重県,多気郡多気町,相可台,三重県多気郡多気町相可台,both
三重県,多気郡,多気町,相鹿瀬,,三重県多気郡多気町相鹿瀬,三重県多気郡多気町相鹿瀬,三重県,多気郡多気町,相鹿瀬,三重県多気郡多気町相鹿瀬,both
三重県,多気郡,多気町,神坂,,三重県多気郡多気町神坂,三重県多気郡多気町神坂,三重県,多気郡多気町,神坂,三重県多気郡多気町神坂,both
三重県,多気郡,多気町,色太,,三重県多気郡多気町色太,三重県多気郡多気町色太,三重県,多気郡多気町,色太,三重県多気郡多気町色太,both
三重県,多気郡,多気町,荒蒔,,三重県多気郡多気町荒蒔,三重県多気郡多気町荒蒔,三重県,多気郡多気町,荒蒔,三重県多気郡多気町荒蒔,both
三重県,多気郡,多気町,西池上,,三重県多気郡多気町西池上,三重県多気郡多気町西池上,三重県,多気郡多気町,西池上,三重県多気郡多気町西池上,both
三重県,多気郡,多気町,車川,,三重県多気郡多気町車川,三重県多気郡多気町車川,三重県,多気郡多気町,車川,三重県多気郡多気町車川,both
三重県,多気郡,多気町,鍬形,,三重県多気郡多気町鍬形,三重県多気郡多気町鍬形,三重県,多気郡多気町,鍬形,三重県多気郡多気町鍬形,both
三重県,多気郡,大台町,上三瀬,,三重県多気郡大台町上三瀬,三重県多気郡大台町上三瀬,三重県,多気郡大台町,上三瀬,三重県多気郡大台町上三瀬,both
三重県,多気郡,大台町,上楠,,三重県多気郡大台町上楠,三重県多気郡大台町上楠,三重県,多気郡大台町,上楠,三重県多気郡大台町上楠,both
三重県,多気郡,大台町,上真手,,三重県多気郡大台町上真手,三重県多気郡大台町上真手,三重県,多気郡大台町,上真手,三重県多気郡大台町上真手,both
三重県,多気郡,大台町,下三瀬,,三重県多気郡大台町下三瀬,三重県多気郡大台町下三瀬,三重県,多気郡大台町,下三瀬,三重県多気郡大台町下三瀬,both
三重県,多気郡,大台町,下楠,,三重県多気郡大台町下楠,三重県多気郡大台町下楠,三重県,多気郡大台町,下楠,三重県多気郡大台町下楠,both
三重県,多気郡,大台町,下真手,,三重県多気郡大台町下真手,三重県多気郡大台町下真手,三重県,多気郡大台町,下真手,三重県多気郡大台町下真手,both
三重県,多気郡,大台町,下菅,,三重県多気郡大台町下菅,三重県多気郡大台町下菅,三重県,多気郡大台町,下菅,三重県多気郡大台町下菅,both
三重県,多気郡,大台町,久豆,,三重県多気郡大台町久豆,三重県多気郡大台町久豆,三重県,多気郡大台町,久豆,三重県多気郡大台町久豆,both
三重県,多気郡,大台町,唐櫃,,三重県多気郡大台町唐櫃,三重県多気郡大台町唐櫃,三重県,多気郡大台町,唐櫃,三重県多気郡大台町唐櫃,both
三重県,多気郡,大台町,大ヶ所,,三重県多気郡大台町大ヶ所,三重県多気郡大台町大ケ所,三重県,多気郡大台町,大ケ所,三重県多気郡大台町大ケ所,both
三重県,多気郡,大台町,天ケ瀬,,三重県多気郡大台町天ケ瀬,三重県多気郡大台町天ケ瀬,三重県,多気郡大台町,天ケ瀬,三重県多気郡大台町天ケ瀬,both
三重県,多気郡,大台町,小切畑,,三重県多気郡大台町小切畑,三重県多気郡大台町小切畑,三重県,多気郡大台町,小切畑,三重県多気郡大台町小切畑,both
三重県,多気郡,大台町,弥起井,,三重県多気郡大台町弥起井,三重県多気郡大台町弥起井,三重県,多気郡大台町,弥起井,三重県多気郡大台町弥起井,both
三重県,多気郡,大台町,御棟,,三重県多気郡大台町御棟,三重県多気郡大台町御棟,三重県,多気郡大台町,御棟,三重県多気郡大台町御棟,both
三重県,多気郡,大台町,明豆,,三重県多気郡大台町明豆,三重県多気郡大台町明豆,三重県,多気郡大台町,明豆,三重県多気郡大台町明豆,both
三重県,多気郡,大台町,本田木屋,,三重県多気郡大台町本田木屋,三重県多気郡大台町本田木屋,三重県,多気郡大台町,本田木屋,三重県多気郡大台町本田木屋,both
三重県,多気郡,大台町,江馬,,三重県多気郡大台町江馬,三重県多気郡大台町江馬,三重県,多気郡大台町,江馬,三重県多気郡大台町江馬,both
三重県,多気郡,大台町,滝広,,三重県多気郡大台町滝広,三重県多気郡大台町滝広,三重県,多気郡大台町,滝広,三重県多気郡大台町滝広,both
三重県,多気郡,大台町,熊内,,三重県多気郡大台町熊内,三重県多気郡大台町熊内,三重県,多気郡大台町,熊内,三重県多気郡大台町熊内,both
三重県,多気郡,大台町,神滝,,三重県多気郡大台町神滝,三重県多気郡大台町神滝,三重県,多気郡大台町,神滝,三重県多気郡大台町神滝,both
三重県,多気郡,大台町,神瀬,,三重県多気郡大台町神瀬,三重県多気郡大台町神瀬,三重県,多気郡大台町,神瀬,三重県多気郡大台町神瀬,both
三重県,多気郡,大台町,菅合,,三重県多気郡大台町菅合,三重県多気郡大台町菅合,三重県,多気郡大台町,菅合,三重県多気郡大台町菅合,both
三重県,多気郡,大台町,菅木屋,,三重県多気郡大台町菅木屋,三重県多気郡大台町菅木屋,三重県,多気郡大台町,菅木屋,三重県多気郡大台町菅木屋,both
三重県,多気郡,大台町,薗,,三重県多気郡大台町薗,三重県多気郡大台町薗,三重県,多気郡大台町,薗,三重県多気郡大台町薗,both
三重県,多気郡,大台町,長ケ,,三重県多気郡大台町長ケ,三重県多気郡大台町長ケ,三重県,多気郡大台町,長ケ,三重県多気郡大台町長ケ,both
三重県,多気郡,大台町,高奈,,三重県多気郡大台町高奈,三重県多気郡大台町高奈,三重県,多気郡大台町,高奈,三重県多気郡大台町高奈,both
三重県,多気郡,明和町,明星,,三重県多気郡明和町明星,三重県多気郡明和町明星,三重県,多気郡明和町,明星,三重県多気郡明和町明星,both
三重県,度会郡,南伊勢町,下津浦,,三重県度会郡南伊勢町下津浦,三重県度会郡南伊勢町下津浦,三重県,度会郡南伊勢町,下津浦,三重県度会郡南伊勢町下津浦,both
三重県,度会郡,南伊勢町,中津浜浦,,三重県度会郡南伊勢町中津浜浦,三重県度会郡南伊勢町中津浜浦,三重県,度会郡南伊勢町,中津浜浦,三重県度会郡南伊勢町中津浜浦,both
三重県,度会郡,南伊勢町,五ヶ所浦,,三重県度会郡南伊勢町五ヶ所浦,三重県度会郡南伊勢町五ケ所浦,三重県,度会郡南伊勢町,五ケ所浦,三重県度会郡南伊勢町五ケ所浦,both
三重県,度会郡,南伊勢町,伊勢路,,三重県度会郡南伊勢町伊勢路,三重県度会郡南伊勢町伊勢路,三重県,度会郡南伊勢町,伊勢路,三重県度会郡南伊勢町伊勢路,both
三重県,度会郡,南伊勢町,内瀬,,三重県度会郡南伊勢町内瀬,三重県度会郡南伊勢町内瀬,三重県,度会郡南伊勢町,内瀬,三重県度会郡南伊勢町内瀬,both
三重県,度会郡,南伊勢町,切原,,三重県度会郡南伊勢町切原,三重県度会郡南伊勢町切原,三重県,度会郡南伊勢町,切原,三重県度会郡南伊勢町切原,both
三重県,度会郡,南伊勢町,古和浦,,三重県度会郡南伊勢町古和浦,三重県度会郡南伊勢町古和浦,三重県,度会郡南伊勢町,古和浦,三重県度会郡南伊勢町古和浦,both
三重県,度会郡,南伊勢町,大方竈,,三重県度会郡南伊勢町大方竈,三重県度会郡南伊勢町大方竈,三重県,度会郡南伊勢町,大方竈,三重県度会郡南伊勢町大方竈,both
三重県,度会郡,南伊勢町,奈屋浦,,三重県度会郡南伊勢町奈屋浦,三重県度会郡南伊勢町奈屋浦,三重県,度会郡南伊勢町,奈屋浦,三重県度会郡南伊勢町奈屋浦,both
三重県,度会郡,南伊勢町,始神,,三重県度会郡南伊勢町始神,三重県度会郡南伊勢町始神,三重県,度会郡南伊勢町,始神,三重県度会郡南伊勢町始神,both
三重県,度会郡,南伊勢町,宿浦,,三重県度会郡南伊勢町宿浦,三重県度会郡南伊勢町宿浦,三重県,度会郡南伊勢町,宿浦,三重県度会郡南伊勢町宿浦,both
三重県,度会郡,南伊勢町,小方竈,,三重県度会郡南伊勢町小方竈,三重県度会郡南伊勢町小方竈,三重県,度会郡南伊勢町,小方竈,三重県度会郡南伊勢町小方竈,both
三重県,度会郡,南伊勢町,慥柄浦,,三重県度会郡南伊勢町慥柄浦,三重県度会郡南伊勢町慥柄浦,三重県,度会郡南伊勢町,慥柄浦,三重県度会郡南伊勢町慥柄浦,both
三重県,度会郡,南伊勢町,押渕,,三重県度会郡南伊勢町押渕,三重県度会郡南伊勢町押渕,三重県,度会郡南伊勢町,押渕,三重県度会郡南伊勢町押渕,both
三重県,度会郡,南伊勢町,斎田,,三重県度会郡南伊勢町斎田,三重県度会郡南伊勢町斎田,三重県,度会郡南伊勢町,斎田,三重県度会郡南伊勢町斎田,both
三重県,度会郡,南伊勢町,新桑竈,,三重県度会郡南伊勢町新桑竈,三重県度会郡南伊勢町新桑竈,三重県,度会郡南伊勢町,新桑竈,三重県度会郡南伊勢町新桑竈,both
三重県,度会郡,南伊勢町,方座浦,,三重県度会郡南伊勢町方座浦,三重県度会郡南伊勢町方座浦,三重県,度会郡南伊勢町,方座浦,三重県度会郡南伊勢町方座浦,both
三重県,度会郡,南伊勢町,栃木竈,,三重県度会郡南伊勢町栃木竈,三重県度会郡南伊勢町栃木竈,三重県,度会郡南伊勢町,栃木竈,三重県度会郡南伊勢町栃木竈,both
三重県,度会郡,南伊勢町,棚橋竈,,三重県度会郡南伊勢町棚橋竈,三重県度会郡南伊勢町棚橋竈,三重県,度会郡南伊勢町,棚橋竈,三重県度会郡南伊勢町棚橋竈,both
三重県,度会郡,南伊勢町,田曽浦,,三重県度会郡南伊勢町田曽浦,三重県度会郡南伊勢町田曽浦,三重県,度会郡南伊勢町,田曽浦,三重県度会郡南伊勢町田曽浦,both
三重県,度会郡,南伊勢町,相賀浦,,三重県度会郡南伊勢町相賀浦,三重県度会郡南伊勢町相賀浦,三重県,度会郡南伊勢町,相賀浦,三重県度会郡南伊勢町相賀浦,both
三重県,度会郡,南伊勢町,礫浦,,三重県度会郡南伊勢町礫浦,三重県度会郡南伊勢町礫浦,三重県,度会郡南伊勢町,礫浦,三重県度会郡南伊勢町礫浦,both
三重県,度会郡,南伊勢町,神前浦,,三重県度会郡南伊勢町神前浦,三重県度会郡南伊勢町神前浦,三重県,度会郡南伊勢町,神前浦,三重県度会郡南伊勢町神前浦,both
三重県,度会郡,南伊勢町,神津佐,,三重県度会郡南伊勢町神津佐,三重県度会郡南伊勢町神津佐,三重県,度会郡南伊勢町,神津佐,三重県度会郡南伊勢町神津佐,both
三重県,度会郡,南伊勢町,贄浦,,三重県度会郡南伊勢町贄浦,三重県度会郡南伊勢町贄浦,三重県,度会郡南伊勢町,贄浦,三重県度会郡南伊勢町贄浦,both
三重県,度会郡,南伊勢町,迫間浦,,三重県度会郡南伊勢町迫間浦,三重県度会郡南伊勢町迫間浦,三重県,度会郡南伊勢町,迫間浦,三重県度会郡南伊勢町迫間浦,both
三重県,度会郡,南伊勢町,道方,,三重県度会郡南伊勢町道方,三重県度会郡南伊勢町道方,三重県,度会郡南伊勢町,道方,三重県度会郡南伊勢町道方,both
三重県,度会郡,南伊勢町,道行竈,,三重県度会郡南伊勢町道行竈,三重県度会郡南伊勢町道行竈,三重県,度会郡南伊勢町,道行竈,三重県度会郡南伊勢町道行竈,both
三重県,度会郡,南伊勢町,阿曽浦,,三重県度会郡南伊勢町阿曽浦,三重県度会郡南伊勢町阿曽浦,三重県,度会郡南伊勢町,阿曽浦,三重県度会郡南伊勢町阿曽浦,both
三重県,度会郡,南伊勢町,飯満,,三重県度会郡南伊勢町飯満,三重県度会郡南伊勢町飯満,三重県,度会郡南伊勢町,飯満,三重県度会郡南伊勢町飯満,both
三重県,度会郡,大紀町,三瀬川,,三重県度会郡大紀町三瀬川,三重県度会郡大紀町三瀬川,三重県,度会郡大紀町,三瀬川,三重県度会郡大紀町三瀬川,both
三重県,度会郡,大紀町,大内山,,三重県度会郡大紀町大内山,三重県度会郡大紀町大内山,三重県,度会郡大紀町,大内山,三重県度会郡大紀町大内山,both
三重県,度会郡,大紀町,崎,,三重県度会郡大紀町崎,三重県度会郡大紀町崎,三重県,度会郡大紀町,崎,三重県度会郡大紀町崎,both
三重県,度会郡,大紀町,打見,,三重県度会郡大紀町打見,三重県度会郡大紀町打見,三重県,度会郡大紀町,打見,三重県度会郡大紀町打見,both
三重県,度会郡,大紀町,永会,,三重県度会郡大紀町永会,三重県度会郡大紀町永会,三重県,度会郡大紀町,永会,三重県度会郡大紀町永会,both
三重県,度会郡,大紀町,金輪,,三重県度会郡大紀町金輪,三重県度会郡大紀町金輪,三重県,度会郡大紀町,金輪,三重県度会郡大紀町金輪,both
三重県,度会郡,度会町,上久具,,三重県度会郡度会町上久具,三重県度会郡度会町上久具,三重県,度会郡度会町,上久具,三重県度会郡度会町上久具,both
三重県,度会郡,度会町,下久具,,三重県度会郡度会町下久具,三重県度会郡度会町下久具,三重県,度会郡度会町,下久具,三重県度会郡度会町下久具,both
三重県,度会郡,度会町,五ケ町,,三重県度会郡度会町五ケ町,三重県度会郡度会町五ケ町,三重県,度会郡度会町,五ケ町,三重県度会郡度会町五ケ町,both
三重県,度会郡,度会町,南中村,,三重県度会郡度会町南中村,三重県度会郡度会町南中村,三重県,度会郡度会町,南中村,三重県度会郡度会町南中村,both
三重県,度会郡,度会町,和井野,,三重県度会郡度会町和井野,三重県度会郡度会町和井野,三重県,度会郡度会町,和井野,三重県度会郡度会町和井野,both
三重県,度会郡,度会町,平生,,三重県度会郡度会町平生,三重県度会郡度会町平生,三重県,度会郡度会町,平生,三重県度会郡度会町平生,both
三重県,度会郡,度会町,注連指,,三重県度会郡度会町注連指,三重県度会郡度会町注連指,三重県,度会郡度会町,注連指,三重県度会郡度会町注連指,both
三重県,度会郡,度会町,牧戸,,三重県度会郡度会町牧戸,三重県度会郡度会町牧戸,三重県,度会郡度会町,牧戸,三重県度会郡度会町牧戸,both
三重県,度会郡,度会町,田間,,三重県度会郡度会町田間,三重県度会郡度会町田間,三重県,度会郡度会町,田間,三重県度会郡度会町田間,both
三重県,度会郡,度会町,立岡,,三重県度会郡度会町立岡,三重県度会郡度会町立岡,三重県,度会郡度会町,立岡,三重県度会郡度会町立岡,both
三重県,度会郡,度会町,脇出,,三重県度会郡度会町脇出,三重県度会郡度会町脇出,三重県,度会郡度会町,脇出,三重県度会郡度会町脇出,both
三重県,度会郡,度会町,駒ケ野,,三重県度会郡度会町駒ケ野,三重県度会郡度会町駒ケ野,三重県,度会郡度会町,駒ケ野,三重県度会郡度会町駒ケ野,both
三重県,度会郡,度会町,鮠川,,三重県度会郡度会町鮠川,三重県度会郡度会町鮠川,三重県,度会郡度会町,鮠川,三重県度会郡度会町鮠川,both
三重県,度会郡,度会町,麻加江,,三重県度会郡度会町麻加江,三重県度会郡度会町麻加江,三重県,度会郡度会町,麻加江,三重県度会郡度会町麻加江,both
三重県,度会郡,玉城町,上田辺,,三重県度会郡玉城町上田辺,三重県度会郡玉城町上田辺,三重県,度会郡玉城町,上田辺,三重県度会郡玉城町上田辺,both
三重県,度会郡,玉城町,下田辺,,三重県度会郡玉城町下田辺,三重県度会郡玉城町下田辺,三重県,度会郡玉城町,下田辺,三重県度会郡玉城町下田辺,both
三重県,度会郡,玉城町,世古,,三重県度会郡玉城町世古,三重県度会郡玉城町世古,三重県,度会郡玉城町,世古,三重県度会郡玉城町世古,both
三重県,度会郡,玉城町,中楽,,三重県度会郡玉城町中楽,三重県度会郡玉城町中楽,三重県,度会郡玉城町,中楽,三重県度会郡玉城町中楽,both
三重県,度会郡,玉城町,中角,,三重県度会郡玉城町中角,三重県度会郡玉城町中角,三重県,度会郡玉城町,中角,三重県度会郡玉城町中角,both
三重県,度会郡,玉城町,井倉,,三重県度会郡玉城町井倉,三重県度会郡玉城町井倉,三重県,度会郡玉城町,井倉,三重県度会郡玉城町井倉,both
三重県,度会郡,玉城町,妙法寺,,三重県度会郡玉城町妙法寺,三重県度会郡玉城町妙法寺,三重県,度会郡玉城町,妙法寺,三重県度会郡玉城町妙法寺,both
三重県,度会郡,玉城町,宮古,,三重県度会郡玉城町宮古,三重県度会郡玉城町宮古,三重県,度会郡玉城町,宮古,三重県度会郡玉城町宮古,both
三重県,度会郡,玉城町,小社曽根,,三重県度会郡玉城町小社曽根,三重県度会郡玉城町小社曽根,三重県,度会郡玉城町,小社曽根,三重県度会郡玉城町小社曽根,both
三重県,度会郡,玉城町,山岡,,三重県度会郡玉城町山岡,三重県度会郡玉城町山岡,三重県,度会郡玉城町,山岡,三重県度会郡玉城町山岡,both
